"family","setting","frame","outcome","rmse","rmse_mcse","mean_bias","mean_absolute_bias","n","n_total"
"mixed_factor","NN=200;a=1","outcome","ife",0.0905867268610287,0.00426110465291761,0.0254541297028986,0.0721464073442516,200,200
"mixed_factor","NN=200;a=1","outcome","MCPanel",1.62494253890176,0.0197961831323698,1.60093965228534,1.60093965228534,200,200
"mixed_factor","NN=200;a=1","outcome","VAR",0.414180565442466,0.0197078222812537,-0.0339418814369002,0.336502667036711,200,200
"mixed_factor","NN=200;a=1","u-balance","fe",2.89924163746563,0.030043029160528,2.86750765410266,2.86750765410266,200,200
"mixed_factor","NN=200;a=1","u-balance","gsynth",2.89924163746563,0.030043029160528,2.86750765410266,2.86750765410266,200,200
"mixed_factor","NN=200;a=1","u-balance","ife",2.89924163746563,0.030043029160528,2.86750765410266,2.86750765410266,200,200
"mixed_factor","NN=200;a=1","u-balance","MCPanel",2.89924163746563,0.030043029160528,2.86750765410266,2.86750765410266,200,200
"mixed_factor","NN=200;a=1","u-balance","VAR",2.89924163746563,0.030043029160528,2.86750765410266,2.86750765410266,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance","arima",0.0911947628835972,0.0051495366217483,-0.00653563805092565,0.0724129967561265,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance","fe",0.0890133254609452,0.00457393146999695,-0.0142222932143023,0.0712177777481967,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance","gsynth",0.0915678560619047,0.00498869705436513,-0.0166630146279822,0.0722645684590604,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance","ife",0.102660033729677,0.00597579772749973,-0.0154445869561985,0.0787797561939065,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance","MCPanel",0.0890443182666284,0.00456187080475002,-0.0138198576080945,0.0713962600333495,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance","VAR",0.100966998355048,0.00512171746627142,-0.0456307664246234,0.0794157897696823,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (individual)","arima",0.087515983595008,0.00499813383740784,-0.00736822370933133,0.0700112499587974,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (individual)","fe",0.0864127887141427,0.0045900786884976,-0.0144544159656103,0.0681798730866105,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (individual)","gsynth",0.0890052884583684,0.00499628605020095,-0.0172703451311017,0.0695822789481832,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (individual)","ife",0.09967252459045,0.00576934174626741,-0.016020732247693,0.0763343535349716,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (individual)","MCPanel",0.0866829816369672,0.00449891752717056,-0.0141693830150247,0.0687829367193356,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (individual)","VAR",0.097676766722813,0.00510274727581105,-0.0458164194106326,0.075954671674166,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual individual)","arima",0.0883176265185387,0.0051105980284379,-0.00714078972520923,0.0710465864167282,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual individual)","fe",0.086419639532791,0.00459024635672635,-0.0144570307618155,0.0681860201361222,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual individual)","gsynth",0.0907235858774978,0.00525621589277957,-0.0181412212645729,0.0706458718336877,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual individual)","ife",0.105665871162728,0.0063776737069611,-0.0162622642008342,0.0809738567238329,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual individual)","MCPanel",0.0849967095217873,0.00445152206565961,-0.0136007213009781,0.0671517170326555,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual individual)","VAR",0.0972325954200327,0.00501886816380359,-0.044798570171937,0.0759536119240696,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual)","arima",0.0915910764959039,0.00515371348642991,-0.00602319575963102,0.0733062471237128,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual)","fe",0.0890136913942136,0.00457394495290859,-0.0142220949000812,0.0712184393997746,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual)","gsynth",0.0931289873673472,0.00544366439293186,-0.0182900722703531,0.0707379207715537,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual)","ife",0.106916014886412,0.00666773090698298,-0.0161677241412938,0.0812756443334003,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual)","MCPanel",0.0850108454960631,0.00448124609097378,-0.0131454741133331,0.0669954790504002,200,200
"time_series","NN=200;a=0.2;I=0","aug-d-balance (residual)","VAR",0.0997181901281948,0.00496246513230607,-0.0435952715120629,0.0788979689570162,200,200
"time_series","NN=200;a=0.2;I=0","d-balance","arima",0.0890133254609146,0.00457393146999377,-0.0142222932143388,0.0712177777482044,200,200
"time_series","NN=200;a=0.2;I=0","d-balance","fe",0.0890133254609146,0.00457393146999377,-0.0142222932143388,0.0712177777482044,200,200
"time_series","NN=200;a=0.2;I=0","d-balance","gsynth",0.0890133254609146,0.00457393146999377,-0.0142222932143388,0.0712177777482044,200,200
"time_series","NN=200;a=0.2;I=0","d-balance","ife",0.0890133254609146,0.00457393146999377,-0.0142222932143388,0.0712177777482044,200,200
"time_series","NN=200;a=0.2;I=0","d-balance","MCPanel",0.0890133254609146,0.00457393146999377,-0.0142222932143388,0.0712177777482044,200,200
"time_series","NN=200;a=0.2;I=0","d-balance","VAR",0.0890133254609146,0.00457393146999377,-0.0142222932143388,0.0712177777482044,200,200
"time_series","NN=200;a=0.2;I=0","outcome","arima",0.0947520700322851,0.00449287065969769,0.0508536135126056,0.0761904428312103,200,200
"time_series","NN=200;a=0.2;I=0","outcome","fe",0.0844712215930112,0.00443550667293349,-0.0123649487137936,0.0660708650326255,200,200
"time_series","NN=200;a=0.2;I=0","outcome","gsynth",0.0900498188616458,0.0054277225238558,-0.0172694508229093,0.0684379367894117,200,200
"time_series","NN=200;a=0.2;I=0","outcome","ife",0.105845067033789,0.00642125798338094,-0.0167590202082731,0.0801703139455337,200,200
"time_series","NN=200;a=0.2;I=0","outcome","MCPanel",0.084428634591139,0.00436730945401343,-0.0136368482066895,0.0667133879367989,200,200
"time_series","NN=200;a=0.2;I=0","outcome","VAR",0.085604701765305,0.00440768361700803,-0.0120611411104189,0.0667328874001642,200,200
"time_series","NN=200;a=0.2;I=0","u-balance","arima",0.0842496536187678,0.00443196414422247,-0.0128679376702546,0.0660596955409709,200,200
"time_series","NN=200;a=0.2;I=0","u-balance","fe",0.0842496536187678,0.00443196414422247,-0.0128679376702546,0.0660596955409709,200,200
"time_series","NN=200;a=0.2;I=0","u-balance","gsynth",0.0842496536187678,0.00443196414422247,-0.0128679376702546,0.0660596955409709,200,200
"time_series","NN=200;a=0.2;I=0","u-balance","ife",0.0842496536187678,0.00443196414422247,-0.0128679376702546,0.0660596955409709,200,200
"time_series","NN=200;a=0.2;I=0","u-balance","MCPanel",0.0842496536187678,0.00443196414422247,-0.0128679376702546,0.0660596955409709,200,200
"time_series","NN=200;a=0.2;I=0","u-balance","VAR",0.0842496536187678,0.00443196414422247,-0.0128679376702546,0.0660596955409709,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance","arima",0.668683198746987,0.0269458842480837,0.457147073178191,0.559180612748587,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance","fe",1.8837514815548,0.0377801822517769,1.7985545468877,1.80015472962447,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance","gsynth",1.68796884527755,0.0407102593071281,1.58141521699025,1.58583698820138,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance","ife",1.70023770417269,0.0420937752018935,1.58983738548519,1.59352001655285,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance","MCPanel",4.0724020135038,0.0418304770192874,4.02819420739445,4.02819420739445,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance","VAR",1.74046839138113,0.0334169416766807,1.66097654872141,1.66580772257934,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (individual)","arima",0.678105601842977,0.0272175446337433,0.455141468620115,0.561938487718398,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (individual)","fe",1.92715970980794,0.0430096280550576,1.82308971766098,1.82511423722566,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (individual)","gsynth",1.70132447406188,0.0434608682466069,1.58523561167864,1.58798207980757,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (individual)","ife",1.71672156065284,0.0449099170269957,1.5976539074031,1.59914647012452,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (individual)","MCPanel",4.09498772786845,0.0420447272127728,4.05086612778669,4.05086612778669,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (individual)","VAR",1.75615574551318,0.0342336993628528,1.67517095308065,1.6789926728449,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual individual)","arima",0.528351390264679,0.024125039748082,0.344815701870742,0.435473880443714,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual individual)","fe",1.92720554410041,0.0430196195635329,1.82308039873353,1.82510539393632,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual individual)","gsynth",1.850837598379,0.0584687301935423,1.66535566481521,1.66942997428998,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual individual)","ife",1.90355230847924,0.0616833214384025,1.70088952594233,1.70599073333054,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual individual)","MCPanel",4.75867851312297,0.0459819124922659,4.71368274061529,4.71368274061529,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual individual)","VAR",1.84739197722584,0.0284583183711821,1.798308486625,1.798308486625,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual)","arima",0.533457796929883,0.0241379815948956,0.352721144745489,0.439731948128438,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual)","fe",1.88375213139404,0.0377888631354274,1.79851213344376,1.80011688293997,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual)","gsynth",1.9002345313269,0.0605727062237492,1.70703717536743,1.71091872621835,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual)","ife",1.94267937170274,0.0629482119350453,1.73614786678499,1.74089198416711,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual)","MCPanel",4.74199260782482,0.0457109729009326,4.69735727526009,4.69735727526009,200,200
"time_series","NN=200;a=0.2;I=1","aug-d-balance (residual)","VAR",1.831429311909,0.0283250175980478,1.78228376697258,1.78228376697258,200,200
"time_series","NN=200;a=0.2;I=1","d-balance","arima",1.88375148154662,0.0377801822506302,1.79855454688073,1.80015472961792,200,200
"time_series","NN=200;a=0.2;I=1","d-balance","fe",1.88375148154662,0.0377801822506302,1.79855454688073,1.80015472961792,200,200
"time_series","NN=200;a=0.2;I=1","d-balance","gsynth",1.88375148154662,0.0377801822506302,1.79855454688073,1.80015472961792,200,200
"time_series","NN=200;a=0.2;I=1","d-balance","ife",1.88375148154662,0.0377801822506302,1.79855454688073,1.80015472961792,200,200
"time_series","NN=200;a=0.2;I=1","d-balance","MCPanel",1.88375148154662,0.0377801822506302,1.79855454688073,1.80015472961792,200,200
"time_series","NN=200;a=0.2;I=1","d-balance","VAR",1.88375148154662,0.0377801822506302,1.79855454688073,1.80015472961792,200,200
"time_series","NN=200;a=0.2;I=1","outcome","arima",0.5731116202105,0.0248904731514887,0.404878303351637,0.477714026311729,200,200
"time_series","NN=200;a=0.2;I=1","outcome","fe",7.921205762306,0.0594632208821504,7.87545580819044,7.87545580819044,200,200
"time_series","NN=200;a=0.2;I=1","outcome","gsynth",1.95318515551936,0.0625586569418067,1.75175692907783,1.75584627223461,200,200
"time_series","NN=200;a=0.2;I=1","outcome","ife",1.97849059103121,0.0639778914598869,1.76761239376393,1.77257606031708,200,200
"time_series","NN=200;a=0.2;I=1","outcome","MCPanel",4.78963656598853,0.0461660603284717,4.74456048421017,4.74456048421017,200,200
"time_series","NN=200;a=0.2;I=1","outcome","VAR",1.93434103382865,0.0288660612693707,1.88692897766566,1.88692897766566,200,200
"time_series","NN=200;a=0.2;I=1","u-balance","arima",2.90341381391564,0.0475337649650477,2.82478297816993,2.82478297816993,200,200
"time_series","NN=200;a=0.2;I=1","u-balance","fe",2.90341381391564,0.0475337649650477,2.82478297816993,2.82478297816993,200,200
"time_series","NN=200;a=0.2;I=1","u-balance","gsynth",2.90341381391564,0.0475337649650477,2.82478297816993,2.82478297816993,200,200
"time_series","NN=200;a=0.2;I=1","u-balance","ife",2.90341381391564,0.0475337649650477,2.82478297816993,2.82478297816993,200,200
"time_series","NN=200;a=0.2;I=1","u-balance","MCPanel",2.90341381391564,0.0475337649650477,2.82478297816993,2.82478297816993,200,200
"time_series","NN=200;a=0.2;I=1","u-balance","VAR",2.90341381391564,0.0475337649650477,2.82478297816993,2.82478297816993,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance","arima",0.29826605797828,0.0161951590109079,0.0697641299446899,0.234355289972043,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance","fe",0.289263746118562,0.0132824241354271,0.0218188628017119,0.236586995016427,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance","gsynth",0.312066038791401,0.0150504363993492,0.0289958641939578,0.248632642259955,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance","ife",0.32061449865897,0.0152852706044547,0.0305629178150027,0.256518971868386,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance","MCPanel",0.295342248553653,0.0134389574292399,0.0163924191621077,0.24109116830715,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance","VAR",0.380981269668979,0.0184340485152025,-0.178865079398459,0.308222682235666,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (individual)","arima",0.298612474713545,0.016674762646526,0.0715030690234134,0.236408557327249,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (individual)","fe",0.306438565092312,0.0147168856715767,0.0278905616451627,0.248926755239146,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (individual)","gsynth",0.324112404839027,0.0160477484300548,0.0330205858665471,0.258841041493588,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (individual)","ife",0.332488890066024,0.0162113779088217,0.0344431954148416,0.265296240717824,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (individual)","MCPanel",0.296387925067388,0.0134677106579158,0.0152705348460938,0.241731177993264,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (individual)","VAR",0.370222356551521,0.0175765098241223,-0.17094018148485,0.299813736598572,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual individual)","arima",0.292626118691277,0.0161501391654085,0.0580295603849812,0.230999267647899,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual individual)","fe",0.306485975439698,0.0147200445045909,0.0279067658261343,0.248960934934633,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual individual)","gsynth",0.380553434547463,0.0183259324372979,0.0271726748439749,0.301950686354883,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual individual)","ife",0.397791466509042,0.0189944956318372,0.0279083690827263,0.314981258341762,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual individual)","MCPanel",0.309775806708813,0.0144910624762776,0.00716657686665514,0.247818277018043,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual individual)","VAR",0.293754492513355,0.0137583732259417,0.00116412782188222,0.23777373711362,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual)","arima",0.292018043583695,0.0159496822934196,0.0561523498123322,0.230850831713107,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual)","fe",0.289267420699646,0.0132829985215937,0.0218278890465297,0.236591642432247,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual)","gsynth",0.386099757002045,0.0183669429446828,0.0256174354096805,0.307367560963793,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual)","ife",0.403142473140866,0.0190862750038455,0.0265115310028539,0.320303526184692,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual)","MCPanel",0.309240631016715,0.0144830671757669,0.00780492223556083,0.247504378619463,200,200
"time_series","NN=200;a=0.9;I=0","aug-d-balance (residual)","VAR",0.295900071851544,0.0139367286956844,0.00650180588692438,0.240604386293967,200,200
"time_series","NN=200;a=0.9;I=0","d-balance","arima",0.289263746121533,0.0132824241352909,0.0218188628032384,0.236586995022009,200,200
"time_series","NN=200;a=0.9;I=0","d-balance","fe",0.289263746121533,0.0132824241352909,0.0218188628032384,0.236586995022009,200,200
"time_series","NN=200;a=0.9;I=0","d-balance","gsynth",0.289263746121533,0.0132824241352909,0.0218188628032384,0.236586995022009,200,200
"time_series","NN=200;a=0.9;I=0","d-balance","ife",0.289263746121533,0.0132824241352909,0.0218188628032384,0.236586995022009,200,200
"time_series","NN=200;a=0.9;I=0","d-balance","MCPanel",0.289263746121533,0.0132824241352909,0.0218188628032384,0.236586995022009,200,200
"time_series","NN=200;a=0.9;I=0","d-balance","VAR",0.289263746121533,0.0132824241352909,0.0218188628032384,0.236586995022009,200,200
"time_series","NN=200;a=0.9;I=0","outcome","arima",0.292145429841985,0.0162226874169331,0.0745297226385019,0.228908729515897,200,200
"time_series","NN=200;a=0.9;I=0","outcome","fe",0.355635616826664,0.0171959503504381,-0.00126345673152001,0.283360692417792,200,200
"time_series","NN=200;a=0.9;I=0","outcome","gsynth",0.397073366518924,0.0185083444930926,0.0229573789185265,0.317998470715967,200,200
"time_series","NN=200;a=0.9;I=0","outcome","ife",0.411478875713277,0.019067214025045,0.0235242595289059,0.328374460642795,200,200
"time_series","NN=200;a=0.9;I=0","outcome","MCPanel",0.310529972949161,0.014559397694299,0.0073606310277091,0.248283096377267,200,200
"time_series","NN=200;a=0.9;I=0","outcome","VAR",0.284340153798619,0.0131776852452444,0.00648658735310555,0.230929624020166,200,200
"time_series","NN=200;a=0.9;I=0","u-balance","arima",0.298972356480754,0.0139107232257206,0.00786109745157285,0.241330838927512,200,200
"time_series","NN=200;a=0.9;I=0","u-balance","fe",0.298972356480754,0.0139107232257206,0.00786109745157285,0.241330838927512,200,200
"time_series","NN=200;a=0.9;I=0","u-balance","gsynth",0.298972356480754,0.0139107232257206,0.00786109745157285,0.241330838927512,200,200
"time_series","NN=200;a=0.9;I=0","u-balance","ife",0.298972356480754,0.0139107232257206,0.00786109745157285,0.241330838927512,200,200
"time_series","NN=200;a=0.9;I=0","u-balance","MCPanel",0.298972356480754,0.0139107232257206,0.00786109745157285,0.241330838927512,200,200
"time_series","NN=200;a=0.9;I=0","u-balance","VAR",0.298972356480754,0.0139107232257206,0.00786109745157285,0.241330838927512,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance","arima",1.55927084554337,0.0833110456476739,0.577963668635014,1.20959690816726,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance","fe",8.14843063968694,0.184434899625601,7.70266093451268,7.70266093451268,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance","gsynth",8.26299211743645,0.176910487453791,7.87682660105299,7.87682660105299,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance","ife",8.40631439832694,0.178638131812514,8.0200248338075,8.0200248338075,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance","MCPanel",30.2519057726399,0.314080966228363,29.9205716049353,29.9205716049353,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance","VAR",5.50217734036548,0.104574566314138,5.29796597738664,5.29796597738664,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (individual)","arima",1.57878705686877,0.085171983511616,0.554298953172107,1.23588206743659,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (individual)","fe",8.92241332724122,0.226799982302945,8.30050455139386,8.30050455139386,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (individual)","gsynth",8.38439556824958,0.194605825001039,7.90874552883718,7.90979559936951,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (individual)","ife",8.60189853847785,0.198109604929699,8.12412090553305,8.12412090553305,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (individual)","MCPanel",30.3029871183187,0.31443543496119,29.9713316315613,29.9713316315613,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (individual)","VAR",5.51310188635424,0.107033342646175,5.30183542679326,5.30183542679326,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual individual)","arima",1.586774968528,0.0913190600832923,0.559592727986285,1.21961604535919,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual individual)","fe",8.92205627964653,0.226821931402687,8.29995758445384,8.29995758445384,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual individual)","gsynth",10.8060494916054,0.236770857989902,10.2656681824902,10.2656681824902,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual individual)","ife",11.4201392084345,0.251917182377878,10.8471891488104,10.8471891488104,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual individual)","MCPanel",31.6080774228128,0.319463326933849,31.2796804778774,31.2796804778774,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual individual)","VAR",5.75666432042006,0.103996528204502,5.56617760263621,5.56617760263621,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual)","arima",1.58996737921696,0.0915951540831951,0.563773053217349,1.2215712540459,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual)","fe",8.14658358476689,0.184459437121435,7.70057495462632,7.70057495462632,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual)","gsynth",11.3075054681895,0.249507029299877,10.735911409949,10.735911409949,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual)","ife",11.7492844509237,0.258150301588903,11.1653429452578,11.1653429452578,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual)","MCPanel",31.4487639689468,0.318992937257669,31.1198296603485,31.1198296603485,200,200
"time_series","NN=200;a=0.9;I=1","aug-d-balance (residual)","VAR",5.73898673673453,0.104285990983711,5.54703607887725,5.54703607887725,200,200
"time_series","NN=200;a=0.9;I=1","d-balance","arima",8.14843063964592,0.184434899624341,7.70266093446854,7.70266093446854,200,200
"time_series","NN=200;a=0.9;I=1","d-balance","fe",8.14843063964592,0.184434899624341,7.70266093446854,7.70266093446854,200,200
"time_series","NN=200;a=0.9;I=1","d-balance","gsynth",8.14843063964592,0.184434899624341,7.70266093446854,7.70266093446854,200,200
"time_series","NN=200;a=0.9;I=1","d-balance","ife",8.14843063964592,0.184434899624341,7.70266093446854,7.70266093446854,200,200
"time_series","NN=200;a=0.9;I=1","d-balance","MCPanel",8.14843063964592,0.184434899624341,7.70266093446854,7.70266093446854,200,200
"time_series","NN=200;a=0.9;I=1","d-balance","VAR",8.14843063964592,0.184434899624341,7.70266093446854,7.70266093446854,200,200
"time_series","NN=200;a=0.9;I=1","outcome","arima",1.59153559789212,0.0923739781194128,0.580202005357172,1.21997783252192,200,200
"time_series","NN=200;a=0.9;I=1","outcome","fe",63.0480351757966,0.438777388664393,62.7393165758882,62.7393165758882,200,200
"time_series","NN=200;a=0.9;I=1","outcome","gsynth",11.6845287110186,0.259499374840584,11.0873200430022,11.0873200430022,200,200
"time_series","NN=200;a=0.9;I=1","outcome","ife",11.9852579092914,0.263642584703451,11.3891734341862,11.3891734341862,200,200
"time_series","NN=200;a=0.9;I=1","outcome","MCPanel",31.7702052079174,0.320331972440823,31.4415960576043,31.4415960576043,200,200
"time_series","NN=200;a=0.9;I=1","outcome","VAR",5.85462572941838,0.103696327527557,5.66806264913831,5.66806264913831,200,200
"time_series","NN=200;a=0.9;I=1","u-balance","arima",11.1358359639416,0.239569322985956,10.6018460513274,10.6018460513274,200,200
"time_series","NN=200;a=0.9;I=1","u-balance","fe",11.1358359639416,0.239569322985956,10.6018460513274,10.6018460513274,200,200
"time_series","NN=200;a=0.9;I=1","u-balance","gsynth",11.1358359639416,0.239569322985956,10.6018460513274,10.6018460513274,200,200
"time_series","NN=200;a=0.9;I=1","u-balance","ife",11.1358359639416,0.239569322985956,10.6018460513274,10.6018460513274,200,200
"time_series","NN=200;a=0.9;I=1","u-balance","MCPanel",11.1358359639416,0.239569322985956,10.6018460513274,10.6018460513274,200,200
"time_series","NN=200;a=0.9;I=1","u-balance","VAR",11.1358359639416,0.239569322985956,10.6018460513274,10.6018460513274,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance","fe",0.141951676601006,0.00839138797442586,0.0510129292754615,0.109512698259912,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance","gsynth",0.130354351264367,0.00810794884423433,0.0157667109926777,0.10130214561192,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance","ife",0.167891252729321,0.0119383230622045,0.0490371200709339,0.125387566523463,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance","MCPanel",0.149466190870751,0.0087267126115996,0.0803345981677733,0.115515595911112,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance","VAR",0.807057879208819,0.0240642424090528,0.723107978791978,0.732483886315215,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (individual)","fe",0.13077551390257,0.00776580417847172,0.037936423266881,0.101070156818785,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (individual)","gsynth",0.124841789151666,0.0078570282988866,0.0155461445421868,0.0973746541824204,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (individual)","ife",0.164926945327864,0.0122043343781563,0.0484917235694494,0.122534370623435,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (individual)","MCPanel",0.145475255431414,0.00847387471731782,0.0781744628834735,0.111854337112899,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (individual)","VAR",0.80288450037724,0.0238139735735008,0.720284144773703,0.729353745053572,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual individual)","fe",0.130730388130052,0.00776289879270573,0.037855714726606,0.101038815630937,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual individual)","gsynth",0.0896960925247368,0.00503825081366577,0.00741514357595872,0.0697212744349267,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual individual)","ife",0.137523621522409,0.0132915005259173,0.036474968626275,0.0941723154893525,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual individual)","MCPanel",0.298891442972635,0.0114209296202019,0.256437935679106,0.259893379206994,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual individual)","VAR",0.871559545115635,0.0242102538869012,0.792010287156531,0.799564770251923,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual)","fe",0.141685138846855,0.00837978851927214,0.0505680852538512,0.109312480188777,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual)","gsynth",0.0890625286124508,0.00499509365731794,0.00609263890386847,0.0697926548617197,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual)","ife",0.136984346142417,0.0132418204196535,0.0356577790656325,0.0937894383376528,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual)","MCPanel",0.285229261849719,0.0112117542372539,0.242239422627814,0.246039032567108,200,200
"synthetic_control","NN=200;active=0.1;unitb=ridge","aug-d-balance (residual)","VAR",0.863122422979782,0.0239448292411604,0.784696396341557,0.791756128858123,200,200
